,Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1230,57,45,4,18.0,1,204,0,0,0,1,0
1231,36,40,2,7.199999999999999,3,0,0,0,0,1,1
1232,27,80,2,19.200000000000003,3,185,0,0,0,1,1
1233,31,20,1,4.800000000000001,3,0,0,0,0,1,0
1234,63,41,1,6.0,3,0,0,0,0,0,1
1235,34,31,1,3.5999999999999996,1,104,0,0,0,1,1
1236,52,35,4,2.4000000000000004,2,0,0,0,0,1,0
1237,57,40,3,16.799999999999997,3,137,0,0,0,1,1
1238,63,84,1,21.6,3,0,0,0,0,0,0
1239,26,53,2,19.200000000000003,3,0,0,0,0,1,0
1240,35,85,4,48.0,3,0,0,0,0,1,0
1241,58,138,2,46.8,1,0,0,0,0,1,0
1242,32,71,2,21.0,3,108,0,0,0,0,0
1243,64,113,1,9.600000000000001,3,0,0,0,0,0,1
1244,50,23,2,12.0,2,0,0,1,0,0,0
1245,34,62,3,27.599999999999998,1,0,0,0,0,0,0
1246,36,14,4,2.4000000000000004,3,100,0,0,0,1,1
1247,43,60,2,26.400000000000002,3,0,0,0,0,0,1
1248,28,94,3,9.600000000000001,1,236,0,0,0,1,0
1249,64,83,3,21.6,2,0,0,0,0,1,0
1250,62,61,4,20.4,1,0,0,0,0,0,0
1251,27,92,2,37.2,1,178,0,0,0,1,0
1252,42,20,2,9.600000000000001,3,117,0,0,0,1,1
1253,36,74,1,30.0,1,0,0,0,0,0,1
1254,48,84,2,4.800000000000001,3,145,0,0,0,0,0
1255,65,98,3,21.6,2,333,0,0,0,0,0
1256,39,52,3,27.96,1,0,0,0,0,1,0
1257,51,55,1,15.600000000000001,2,236,0,0,0,0,1
1258,30,64,4,40.8,1,117,0,0,0,0,0
1259,65,128,1,30.0,1,162,0,0,0,1,0
1260,38,113,4,20.4,2,0,1,0,0,0,1
1261,29,50,3,13.200000000000001,2,0,0,0,0,0,1
1262,42,54,4,26.400000000000002,2,0,0,0,0,0,0
1263,46,82,4,4.800000000000001,1,0,0,0,0,0,0
1264,62,100,4,20.4,2,0,0,0,0,1,0
1265,58,44,4,26.400000000000002,1,0,0,1,0,0,0
1266,56,164,4,6.0,2,234,1,0,1,1,1
1267,56,81,2,44.400000000000006,1,121,0,0,0,1,1
1268,34,71,1,1.2000000000000002,1,257,0,0,0,1,1
1269,42,28,1,6.0,3,90,0,0,0,0,0
1270,30,80,3,18.0,1,219,0,0,0,1,0
1271,61,90,4,22.799999999999997,2,0,0,0,0,1,0
1272,38,74,1,43.2,2,0,0,0,0,1,1
1273,50,14,2,8.399999999999999,3,0,0,1,0,1,0
1274,61,23,2,6.0,2,103,0,0,0,1,0
1275,41,153,1,20.4,1,337,0,0,0,0,1
1276,42,38,3,10.8,3,0,0,0,0,0,0
1277,32,28,2,3.5999999999999996,2,88,0,0,0,1,0
1278,34,31,4,13.200000000000001,3,0,0,0,0,1,1
1279,26,195,1,75.96000000000001,1,0,0,0,0,1,1
1280,54,50,3,24.0,3,0,0,0,0,1,1
1281,38,71,4,24.0,3,0,0,0,0,0,0
1282,62,21,3,3.5999999999999996,3,0,0,0,0,0,0
1283,37,35,2,9.600000000000001,3,125,0,0,0,0,0
1284,46,42,1,28.799999999999997,1,0,0,0,0,1,1
1285,52,78,4,43.2,3,141,0,0,0,1,0
1286,32,73,4,26.400000000000002,2,0,0,0,0,0,0
1287,49,53,2,12.0,3,181,0,0,0,0,0
1288,28,51,2,19.200000000000003,3,123,0,0,0,0,0
1289,55,40,2,27.599999999999998,3,0,0,0,0,1,0
1290,52,178,1,12.0,1,0,0,0,0,0,0
1291,32,35,2,3.5999999999999996,1,0,0,0,0,0,1
1292,31,192,1,0.0,2,0,1,0,0,1,0
1293,27,123,1,64.80000000000001,1,0,0,0,0,0,0
1294,32,48,2,20.04,2,0,0,1,1,1,1
1295,52,45,3,7.199999999999999,2,0,0,0,0,0,0
1296,52,15,1,2.4000000000000004,1,0,0,0,0,1,0
1297,50,79,1,3.5999999999999996,1,120,0,0,0,1,0
1298,32,63,4,24.0,2,0,0,1,0,1,0
1299,61,30,2,2.4000000000000004,3,0,0,0,0,1,0
1300,28,32,3,12.0,2,0,0,0,0,0,0
1301,34,64,2,1.2000000000000002,1,224,0,0,0,1,1
1302,31,84,1,1.2000000000000002,1,0,0,0,0,1,0
1303,31,21,1,4.800000000000001,2,0,0,0,0,1,0
1304,62,99,4,20.4,2,0,0,0,0,1,0
1305,47,35,2,15.600000000000001,1,0,0,0,0,1,0
1306,50,180,1,20.4,1,0,0,0,0,1,1
1307,36,42,1,15.96,1,0,0,0,0,1,0
1308,26,179,4,25.200000000000003,2,0,1,0,0,0,0
1309,51,42,4,1.2000000000000002,3,0,0,0,0,0,0
1310,52,180,2,108.0,2,297,1,0,0,1,0
1311,35,82,4,40.8,1,0,0,0,0,0,0
1312,42,55,2,8.399999999999999,1,149,0,0,0,0,0
1313,36,79,2,26.400000000000002,1,0,0,0,0,1,0
1314,41,48,2,7.199999999999999,3,215,0,0,0,0,1
1315,49,93,1,32.400000000000006,1,0,0,1,0,1,0
1316,57,23,2,2.4000000000000004,3,0,0,0,0,0,0
1317,44,50,3,27.96,1,200,0,0,0,0,0
1318,60,85,2,24.0,1,0,0,0,0,1,0
1319,38,35,1,18.0,2,97,0,0,0,1,0
1320,26,171,3,72.0,2,0,1,0,0,1,0
1321,29,29,4,18.0,2,0,0,0,0,0,1
1322,59,84,1,21.6,3,0,0,0,0,1,1
1323,51,20,4,6.0,2,0,0,0,0,1,0
1324,50,14,1,4.800000000000001,3,0,0,0,0,1,1
1325,35,179,1,103.19999999999999,1,357,0,0,0,0,0
1326,61,48,1,9.600000000000001,1,158,0,0,0,1,0
1327,42,74,1,33.599999999999994,1,0,0,0,0,1,0
1328,55,53,1,16.799999999999997,1,0,0,0,0,0,0
1329,50,83,1,33.599999999999994,2,0,0,0,0,1,1
1330,54,85,4,58.800000000000004,1,0,0,0,0,1,0
1331,50,38,4,10.8,2,0,0,0,0,1,0
1332,31,85,3,19.200000000000003,1,157,0,0,0,1,1
1333,32,79,1,1.2000000000000002,1,0,0,0,0,0,0
1334,44,69,4,4.800000000000001,1,0,0,0,0,0,0
1335,60,43,3,10.8,3,0,0,0,0,1,1
1336,60,33,2,3.5999999999999996,1,101,0,0,0,1,0
1337,62,42,3,1.2000000000000002,3,149,0,0,0,0,1
1338,46,40,4,22.799999999999997,3,122,0,0,0,1,0
1339,57,43,1,21.6,3,0,0,0,0,0,0
1340,30,20,4,6.0,3,117,0,0,0,0,0
1341,58,65,3,30.0,1,222,0,0,0,1,0
1342,60,135,3,3.5999999999999996,3,0,1,0,0,1,0
1343,59,84,3,19.200000000000003,3,0,0,0,0,1,0
1344,50,179,1,34.8,3,0,1,0,0,0,1
1345,63,45,4,15.600000000000001,2,86,0,0,0,0,0
1346,27,109,2,30.0,1,0,0,0,0,1,0
1347,54,34,4,1.2000000000000002,3,0,0,0,0,1,0
1348,62,162,1,15.600000000000001,1,0,0,0,0,1,0
1349,60,105,2,16.799999999999997,1,0,0,0,0,1,0
1350,38,22,3,2.4000000000000004,2,0,0,0,0,1,0
1351,34,82,2,21.6,1,178,0,0,0,1,1
1352,65,105,4,20.4,2,230,0,1,0,1,0
1353,55,62,1,21.6,3,0,0,0,0,1,0
1354,57,82,2,24.0,1,83,0,0,0,0,1
1355,27,72,4,0.0,1,0,0,0,0,1,0
1356,35,38,4,20.4,1,0,0,0,0,1,1
1357,52,25,4,12.0,1,0,0,0,0,0,0
1358,45,20,1,9.0,3,0,0,0,0,1,0
1359,29,80,4,21.6,2,0,0,0,0,1,1
1360,44,84,3,13.200000000000001,1,0,0,0,0,0,0
1361,47,33,1,12.0,1,0,0,0,0,1,1
1362,62,55,3,10.8,3,0,0,0,0,1,0
1363,52,33,2,8.399999999999999,2,0,0,0,0,0,1
1364,47,190,4,3.5999999999999996,3,305,1,0,0,0,0
1365,42,43,1,3.5999999999999996,3,158,0,0,0,0,0
1366,65,45,3,1.2000000000000002,3,0,0,0,0,1,0
1367,42,141,1,42.0,1,0,0,0,0,0,0
1368,40,69,4,28.799999999999997,1,0,0,0,0,1,0
1369,32,78,4,1.2000000000000002,2,0,0,0,0,1,0
1370,40,84,1,44.400000000000006,3,0,0,0,0,1,0
1371,55,172,1,62.400000000000006,2,0,1,0,0,0,0
1372,32,51,4,2.4000000000000004,1,154,0,1,0,0,1
1373,58,75,1,16.799999999999997,3,0,0,0,0,1,0
1374,46,183,1,37.2,2,0,1,0,1,1,1
1375,53,20,4,4.800000000000001,3,0,0,0,0,1,1
1376,63,101,2,46.8,3,294,1,0,0,1,0
1377,40,129,1,70.80000000000001,3,0,1,0,0,1,0
1378,41,63,2,38.400000000000006,1,0,0,0,0,0,0
1379,60,44,4,25.200000000000003,1,0,0,0,0,0,0
1380,65,184,1,64.80000000000001,3,176,1,0,1,1,1
1381,59,100,2,24.0,1,127,0,0,0,0,0
1382,48,12,3,4.800000000000001,1,0,0,0,0,0,0
1383,59,68,2,27.599999999999998,3,128,0,1,0,1,0
1384,33,48,1,12.0,1,212,0,0,0,1,0
1385,40,82,2,4.800000000000001,1,0,0,0,0,0,0
1386,42,52,2,30.0,1,0,0,0,0,0,0
1387,65,154,2,55.199999999999996,2,0,1,1,1,1,1
1388,30,39,1,18.0,1,0,0,0,0,0,1
1389,30,40,1,3.5999999999999996,1,0,0,0,1,1,1
1390,42,54,4,22.799999999999997,3,164,0,0,0,0,0
1391,32,32,2,12.0,2,103,0,0,1,1,1
1392,55,64,2,27.599999999999998,3,0,0,0,0,0,0
1393,29,92,2,15.600000000000001,1,287,0,0,0,1,0
1394,64,40,1,30.0,3,94,0,0,0,1,1
1395,37,60,3,6.0,3,0,0,0,0,1,0
1396,31,85,2,15.600000000000001,1,119,0,0,0,1,1
1397,25,21,4,4.800000000000001,1,90,0,0,0,1,0
1398,31,35,1,7.199999999999999,3,171,0,0,0,0,0
1399,32,52,2,1.2000000000000002,1,0,0,0,0,1,0
1400,58,128,1,88.80000000000001,1,0,0,0,0,0,0
1401,26,195,1,75.96000000000001,1,0,0,0,0,0,0
1402,51,68,2,18.0,2,117,0,0,0,0,1
1403,65,55,2,13.200000000000001,1,0,0,0,0,0,0
1404,43,55,1,2.4000000000000004,1,0,0,0,0,1,0
1405,46,80,4,4.800000000000001,1,0,0,0,0,1,1
1406,28,123,1,9.600000000000001,1,146,0,0,0,0,0
1407,63,90,4,22.799999999999997,2,106,0,1,0,1,0
1408,59,61,1,16.799999999999997,3,0,0,0,0,0,0
1409,42,41,3,30.0,2,0,0,0,0,1,0
1410,58,43,2,19.200000000000003,3,0,0,0,0,1,0
1411,39,71,3,1.2000000000000002,1,162,0,1,0,1,0
1412,36,25,4,12.0,1,0,0,0,0,1,0
1413,60,154,1,36.0,2,0,1,1,1,1,0
1414,47,141,1,28.799999999999997,1,0,0,0,0,0,0
1415,29,22,2,10.8,3,110,0,0,0,0,0
1416,52,145,2,81.6,1,0,0,0,0,1,0
1417,41,49,3,6.0,3,0,0,0,0,1,0
1418,63,109,1,24.0,1,0,0,0,0,1,0
1419,59,80,3,6.0,1,0,0,0,0,1,1
1420,44,82,4,16.799999999999997,2,201,0,0,0,1,1
1421,54,52,4,30.0,1,0,0,0,0,1,0
1422,29,85,3,30.0,1,0,0,0,0,1,1
1423,51,148,1,12.0,1,0,0,0,0,0,0
1424,63,160,2,25.200000000000003,1,0,0,0,0,0,1
1425,36,39,4,20.4,1,0,0,0,0,1,0
1426,42,25,2,9.600000000000001,3,0,0,0,0,0,1
1427,51,33,1,16.799999999999997,3,0,0,0,0,1,1
1428,47,38,3,30.0,2,0,0,0,0,0,0
1429,40,85,4,2.4000000000000004,3,0,0,0,0,1,1
1430,54,48,1,2.4000000000000004,1,0,0,0,0,1,0
1431,47,15,4,7.199999999999999,3,77,0,0,0,1,0
1432,35,94,1,0.0,1,174,0,0,0,1,0
1433,28,120,2,7.199999999999999,1,0,0,0,0,1,0
1434,45,60,1,8.399999999999999,3,159,0,0,0,1,0
1435,33,145,2,51.96,1,277,0,0,0,0,1
1436,62,29,2,8.399999999999999,3,0,0,0,0,0,0
1437,45,78,3,32.04,2,0,0,0,0,1,0
1438,59,59,4,14.399999999999999,2,0,0,0,0,1,0
1439,58,80,2,54.0,3,0,0,0,0,0,1
1440,52,180,1,12.0,1,0,0,0,0,1,1
1441,34,8,3,1.2000000000000002,2,83,0,0,0,1,0
1442,65,23,1,18.0,3,0,0,0,0,1,0
1443,48,79,2,45.599999999999994,3,0,0,0,0,1,0
1444,44,78,2,45.599999999999994,3,268,0,0,0,0,0
1445,61,64,1,0.0,2,0,0,0,0,0,1
1446,40,64,4,2.4000000000000004,3,0,0,0,0,1,1
1447,65,160,4,45.599999999999994,1,237,1,0,0,1,0
1448,28,43,1,12.0,3,102,0,0,0,0,0
1449,67,32,1,13.200000000000001,3,0,0,0,0,0,1
1450,35,179,2,0.0,1,76,0,1,0,1,0
1451,60,8,1,1.2000000000000002,1,0,0,0,0,1,0
1452,58,63,1,19.200000000000003,1,0,0,1,0,1,0
1453,55,40,2,27.599999999999998,3,0,0,1,0,1,0
1454,34,99,4,26.400000000000002,2,155,0,0,0,1,0
1455,35,141,2,54.0,2,0,1,0,0,0,0
1456,28,159,1,18.0,1,0,0,0,0,1,1
1457,38,39,2,3.5999999999999996,1,174,0,0,0,1,0
1458,62,99,4,20.4,2,0,0,0,0,0,0
1459,30,18,4,3.5999999999999996,2,0,0,0,0,1,1
1460,38,38,2,3.5999999999999996,1,0,0,0,0,1,1
1461,33,133,1,0.0,1,0,0,0,0,1,0
1462,58,84,2,33.599999999999994,1,0,0,0,0,1,1
1463,59,60,1,0.0,2,0,0,0,0,1,1
1464,52,178,3,64.80000000000001,3,147,1,0,0,1,0
1465,36,18,1,6.0,3,0,0,0,0,0,1
1466,45,73,1,9.600000000000001,3,0,0,0,0,1,0
1467,49,125,1,87.6,1,0,0,0,0,0,0
1468,52,91,1,51.599999999999994,2,0,1,0,1,1,1
1469,54,74,2,13.200000000000001,1,0,0,0,0,1,0
1470,30,35,2,3.5999999999999996,2,0,0,1,0,0,1
1471,65,113,1,24.0,1,0,0,0,0,1,1
1472,34,52,4,26.400000000000002,2,0,0,0,0,0,0
1473,30,191,2,52.800000000000004,2,0,1,0,0,1,0
1474,51,18,1,3.5999999999999996,3,93,0,0,0,0,1
1475,52,25,2,0.0,1,0,0,0,0,1,1
1476,43,50,4,22.799999999999997,3,0,0,0,0,0,0
1477,35,75,4,8.399999999999999,3,0,0,0,0,1,1
1478,56,92,2,54.0,3,0,0,1,0,0,1
1479,57,33,2,24.0,2,0,0,0,0,1,0
1480,58,65,3,26.400000000000002,3,0,0,0,0,0,0
1481,53,44,3,20.4,1,0,0,0,0,0,0
1482,45,183,2,16.799999999999997,1,354,0,0,0,0,0
1483,44,175,2,16.799999999999997,1,0,0,0,0,1,1
1484,54,28,4,18.0,3,0,0,0,0,1,1
1485,41,49,4,26.400000000000002,2,0,0,0,0,0,0
1486,52,45,4,21.6,1,0,0,0,0,1,0
1487,43,64,4,36.0,3,221,1,0,0,1,0
1488,63,22,3,1.2000000000000002,3,90,0,0,0,1,0
1489,54,120,1,88.80000000000001,1,119,0,0,0,1,1
1490,33,175,2,80.4,1,102,0,0,0,1,0
1491,25,101,4,27.599999999999998,3,256,0,0,0,0,1
1492,41,104,1,12.0,3,0,0,0,0,1,0
1493,40,155,4,1.2000000000000002,3,0,1,0,1,1,1
1494,43,58,1,28.799999999999997,1,0,0,0,0,0,0
1495,36,80,4,26.400000000000002,2,0,0,0,0,1,0
1496,57,45,1,21.6,3,195,0,0,0,0,0
1497,34,134,1,55.199999999999996,1,164,0,1,0,1,0
1498,38,58,4,24.0,3,153,0,1,0,0,0
1499,47,20,1,2.4000000000000004,1,0,0,0,0,1,1
1500,39,25,4,18.0,3,0,0,0,0,1,0
1501,45,55,1,3.5999999999999996,1,0,0,0,0,1,1
1502,62,155,1,15.600000000000001,1,0,0,0,0,0,0
1503,59,30,1,15.600000000000001,1,0,0,0,0,1,1
1504,61,39,4,4.800000000000001,1,0,0,0,0,1,1
1505,36,73,4,24.0,3,188,0,0,0,1,0
1506,58,41,4,15.600000000000001,1,0,0,0,0,1,0
1507,55,34,4,1.2000000000000002,3,157,0,0,0,1,0
1508,29,21,3,10.8,3,119,0,0,0,0,0
1509,34,11,4,3.5999999999999996,1,0,0,1,1,1,1
1510,61,154,2,82.80000000000001,1,0,0,0,0,0,0
1511,50,19,4,4.800000000000001,3,0,0,0,0,0,0
1512,52,101,2,28.799999999999997,2,0,0,0,0,1,0
1513,39,24,1,12.0,1,116,0,0,0,1,1
1514,55,131,2,32.400000000000006,1,0,0,1,0,0,0
1515,33,105,1,48.0,1,0,0,0,0,1,0
1516,47,52,1,14.399999999999999,2,194,0,0,0,0,0
1517,57,21,4,10.8,2,113,0,1,0,0,0
1518,57,45,3,16.799999999999997,1,198,0,0,0,1,0
1519,40,39,1,24.0,1,0,0,0,0,1,0
1520,50,192,2,33.599999999999994,1,238,0,0,0,0,1
1521,29,195,1,51.599999999999994,1,0,0,0,0,0,0
1522,46,83,3,8.399999999999999,1,0,0,0,0,0,0
1523,42,34,3,12.0,2,0,0,1,0,1,0
1524,59,49,4,20.4,2,104,0,0,0,1,0
1525,31,60,4,48.0,3,244,0,0,0,0,0
1526,51,41,4,21.6,1,0,0,0,0,0,0
1527,35,72,3,27.599999999999998,1,285,0,0,0,0,0
1528,59,102,4,36.0,2,115,1,0,0,1,0
1529,35,31,3,15.600000000000001,1,0,0,0,0,0,0
1530,46,73,1,18.0,2,128,0,0,0,1,0
1531,34,89,1,0.0,1,0,0,0,0,1,0
1532,55,19,4,8.399999999999999,3,121,0,1,0,0,1
1533,64,63,4,14.399999999999999,2,0,0,0,0,1,0
1534,34,104,3,14.399999999999999,3,0,0,0,0,1,0
1535,61,40,1,9.600000000000001,2,128,0,0,0,1,0
1536,63,92,2,0.0,3,0,0,0,0,1,0
1537,59,72,2,8.399999999999999,2,226,0,0,0,0,0
1538,51,44,3,22.799999999999997,2,141,0,0,0,0,0
1539,41,114,4,42.0,1,0,1,0,0,0,1
1540,37,73,4,28.799999999999997,1,0,0,0,0,0,0
1541,64,63,4,14.399999999999999,2,0,0,1,0,0,1
1542,44,69,1,9.600000000000001,3,184,0,0,1,1,1
1543,62,42,3,18.0,1,0,0,0,0,1,0
1544,50,88,1,32.400000000000006,1,0,0,0,0,1,0
1545,43,98,2,4.800000000000001,1,0,0,0,0,1,0
1546,34,65,1,36.0,1,227,1,0,0,1,0
1547,38,12,2,3.5999999999999996,2,104,0,1,0,1,0
1548,29,122,4,36.0,1,0,1,0,0,0,1
1549,39,12,2,0.0,3,0,0,0,0,0,0
1550,53,24,2,2.4000000000000004,1,0,0,0,0,0,1
1551,43,170,4,51.0,1,318,1,0,1,1,1
1552,61,184,4,27.599999999999998,2,342,1,0,1,1,1
1553,46,25,4,7.199999999999999,3,125,0,0,0,0,0
1554,57,131,2,32.400000000000006,1,0,0,0,0,0,0
1555,59,50,2,27.599999999999998,3,0,0,0,0,0,1
1556,52,21,2,4.800000000000001,1,0,0,1,0,1,0
1557,29,55,3,13.200000000000001,2,0,0,0,0,1,0
1558,57,124,1,2.4000000000000004,2,0,1,0,0,1,0
1559,49,58,4,31.200000000000003,1,188,0,0,0,0,0
1560,39,72,2,33.599999999999994,1,0,0,0,0,1,0
1561,56,192,1,84.0,3,0,1,0,1,1,0
1562,63,83,3,21.6,2,0,0,0,0,1,0
1563,37,93,1,33.599999999999994,1,0,0,1,0,1,0
1564,56,38,3,12.0,3,110,0,1,0,1,0
1565,45,55,4,22.799999999999997,3,164,0,1,0,0,0
1566,66,11,3,1.2000000000000002,3,0,0,1,0,0,1
1567,40,85,2,4.800000000000001,1,0,0,1,0,0,0
1568,50,124,1,58.800000000000004,1,266,0,0,0,1,0
1569,60,129,2,72.0,1,0,0,0,0,1,0
1570,31,180,1,51.599999999999994,1,0,0,0,0,0,0
1571,40,74,4,16.799999999999997,2,0,0,0,0,1,0
1572,36,138,1,84.0,3,86,1,0,0,1,0
1573,55,111,2,43.2,3,0,1,0,0,0,1
1574,54,83,3,9.600000000000001,1,0,0,0,0,1,0
1575,35,33,4,20.4,1,87,0,0,0,1,0
1576,55,21,4,8.399999999999999,3,0,0,0,0,0,0
1577,36,35,2,3.5999999999999996,1,98,0,0,0,1,0
1578,66,105,1,9.600000000000001,3,0,0,1,1,1,1
1579,38,103,1,9.600000000000001,2,0,0,0,0,0,1
1580,58,75,2,27.599999999999998,3,0,0,0,0,0,0
1581,41,33,1,8.399999999999999,1,104,0,0,0,0,0
1582,60,52,4,20.4,2,0,0,1,0,1,0
1583,47,89,1,31.200000000000003,2,0,0,1,1,1,1
1584,62,63,1,30.0,3,0,0,0,0,0,0
1585,48,84,4,37.2,2,0,1,1,1,1,0
1586,61,44,4,25.200000000000003,1,0,0,0,0,0,0
1587,29,29,3,12.0,1,0,0,0,0,1,1
1588,45,29,1,3.5999999999999996,3,0,0,0,0,1,0
1589,39,22,2,3.5999999999999996,2,0,0,0,0,1,0
1590,31,53,4,26.400000000000002,1,114,0,0,0,1,0
1591,39,24,2,3.5999999999999996,2,0,0,0,0,1,0
1592,28,31,2,3.5999999999999996,2,0,0,1,0,1,0
1593,56,21,2,8.399999999999999,2,0,0,0,0,1,0
1594,31,180,2,80.4,1,0,0,0,0,0,0
1595,46,82,3,8.399999999999999,2,0,0,0,0,1,1
1596,42,90,4,9.600000000000001,1,245,0,1,0,0,0
1597,53,154,4,88.80000000000001,3,0,1,0,0,0,0
1598,41,99,2,21.6,2,0,0,0,0,1,1
1599,61,153,1,31.200000000000003,2,0,1,1,1,0,1
1600,31,93,2,37.2,2,0,1,0,0,1,0
1601,62,53,1,0.0,2,0,0,0,0,0,0
1602,59,18,3,15.600000000000001,2,104,0,0,1,1,1
1603,49,70,1,34.8,1,0,0,0,0,0,0
1604,65,100,4,20.4,3,0,0,0,0,0,1
1605,30,193,3,75.6,3,0,1,0,0,1,0
1606,32,125,1,0.0,1,0,0,0,0,1,1
1607,56,68,2,0.0,3,0,0,1,0,1,0
1608,36,55,1,24.0,1,95,0,0,0,1,0
1609,58,152,4,43.2,3,0,1,0,0,0,0
1610,27,84,3,18.0,1,0,0,0,0,1,1
1611,41,13,2,0.0,3,0,0,0,0,1,0
1612,59,33,4,4.800000000000001,1,131,0,0,0,0,1
1613,56,89,4,12.0,2,90,0,1,0,1,0
1614,52,93,1,28.799999999999997,1,0,0,0,0,1,0
1615,35,68,4,21.6,3,0,0,0,0,0,0
1616,47,85,2,20.4,2,0,0,0,0,0,1
1617,29,73,1,9.600000000000001,2,0,0,0,0,1,0
1618,31,83,4,26.400000000000002,2,106,0,0,0,1,0
1619,62,158,2,75.6,3,0,1,0,0,1,0
1620,48,182,4,72.0,3,0,1,0,0,1,0
1621,26,24,2,10.8,3,123,0,0,0,0,1
1622,60,102,2,24.0,1,0,0,0,0,1,1
1623,35,53,3,33.599999999999994,1,0,0,0,0,0,0
1624,40,175,2,39.599999999999994,1,0,0,0,0,1,0
1625,31,28,3,12.0,1,0,0,0,0,1,0
1626,50,14,4,9.600000000000001,1,0,0,0,0,1,0
1627,33,139,1,48.0,3,106,1,0,1,1,1
1628,37,34,3,10.8,1,0,0,0,0,1,0
1629,38,64,1,18.0,3,0,0,0,0,0,1
1630,63,84,4,1.2000000000000002,2,0,0,0,0,0,0
1631,57,42,3,6.0,2,0,0,1,0,1,0
1632,61,63,1,19.200000000000003,1,0,0,0,0,1,0
1633,37,100,3,14.399999999999999,3,341,0,0,0,1,1
1634,51,190,2,50.400000000000006,2,0,1,0,0,1,0
1635,44,22,1,12.0,1,91,0,0,0,0,0
1636,63,20,1,9.600000000000001,2,0,0,1,0,0,1
1637,43,21,2,16.799999999999997,2,0,0,0,0,1,1
1638,38,25,4,4.800000000000001,2,101,0,0,0,1,0
1639,34,20,4,13.200000000000001,3,0,0,0,0,1,0
1640,48,173,3,2.4000000000000004,1,0,1,0,1,1,1
1641,29,81,2,30.0,1,0,0,0,0,0,1
1642,60,119,2,46.8,1,0,0,1,0,1,0
1643,46,74,4,31.200000000000003,3,104,0,0,0,1,0
1644,34,42,1,18.0,2,131,0,0,0,0,0
1645,56,73,2,13.200000000000001,1,0,0,0,0,0,0
1646,57,114,4,62.400000000000006,1,0,1,1,1,1,0
1647,62,44,2,12.0,3,0,0,0,0,0,0
1648,32,141,2,51.96,1,0,0,0,0,0,0
1649,51,14,2,0.0,1,103,0,0,0,1,0
1650,55,33,2,4.800000000000001,3,0,0,0,0,0,0
1651,60,83,2,24.0,1,249,0,0,0,0,0
1652,40,89,4,9.600000000000001,1,155,0,0,0,1,0
1653,62,39,4,26.400000000000002,1,0,0,1,0,1,0
1654,63,83,3,24.0,3,0,0,0,0,1,1
1655,60,108,2,24.0,1,359,0,0,0,1,0
1656,59,21,3,15.600000000000001,2,0,0,0,0,1,1
1657,26,102,1,22.799999999999997,1,0,0,0,0,0,0
1658,56,48,1,19.200000000000003,3,0,0,0,0,0,1
1659,58,32,3,16.799999999999997,1,0,0,0,0,1,0
1660,57,43,1,2.4000000000000004,1,0,0,0,0,0,0
1661,48,35,4,4.800000000000001,2,118,0,0,0,0,0
1662,30,184,1,72.0,1,0,0,0,0,1,0
1663,45,140,2,91.19999999999999,1,132,0,0,0,0,0
1664,64,32,3,8.399999999999999,2,0,0,0,0,1,1
1665,44,149,1,20.4,1,0,0,0,0,1,0
1666,51,15,4,7.199999999999999,3,0,0,0,0,0,1
1667,43,71,3,27.96,2,0,0,0,0,0,0
1668,29,108,4,21.6,2,0,0,0,0,0,0
1669,56,122,2,6.0,1,0,0,0,0,0,1
1670,65,40,3,1.2000000000000002,3,0,0,0,0,1,0
1671,46,198,2,80.03999999999999,1,0,0,0,0,0,1
1672,48,79,4,16.799999999999997,2,0,0,1,0,0,1
1673,56,84,1,1.2000000000000002,3,0,0,0,0,1,0
1674,61,31,3,4.800000000000001,2,0,0,0,0,0,1
1675,46,12,4,7.199999999999999,3,0,0,0,0,0,1
1676,58,88,2,19.200000000000003,1,0,0,0,0,1,1
1677,31,29,2,3.5999999999999996,2,131,0,0,0,1,1
1678,27,201,1,75.96000000000001,1,158,0,0,0,1,0
1679,44,20,1,16.799999999999997,3,0,0,0,0,0,0
1680,44,15,1,12.0,1,0,0,0,0,1,0
1681,51,155,2,4.800000000000001,1,107,0,0,0,0,1
1682,39,25,3,2.4000000000000004,2,0,0,0,0,1,0
1683,33,101,1,32.400000000000006,2,233,0,0,0,0,0
1684,40,19,4,4.800000000000001,2,0,0,0,0,1,1
1685,36,188,2,78.0,1,0,0,0,0,1,1
1686,52,8,1,3.5999999999999996,1,0,0,0,0,1,0
1687,54,59,2,27.599999999999998,3,152,0,0,0,1,0
1688,26,72,4,31.200000000000003,1,0,0,1,1,1,0
1689,39,55,1,18.0,3,0,0,0,0,1,0
1690,46,24,3,8.040000000000001,2,0,0,0,0,1,0
1691,57,19,1,15.600000000000001,1,0,0,0,0,1,0
1692,59,71,2,27.599999999999998,3,150,0,0,0,1,1
1693,52,54,2,18.0,2,0,0,0,0,0,1
1694,52,28,1,3.5999999999999996,3,0,0,0,0,1,0
1695,50,25,4,4.800000000000001,3,0,0,0,0,1,0
1696,41,51,2,7.199999999999999,3,0,0,0,0,0,1
1697,43,125,3,28.799999999999997,1,0,1,0,0,1,0
1698,25,88,2,21.6,2,319,0,0,0,1,1
1699,40,125,2,26.400000000000002,1,0,0,0,0,1,0
1700,35,79,4,25.200000000000003,3,182,0,0,0,1,0
1701,60,31,3,4.800000000000001,2,0,0,0,0,1,1
